player_id,web_name,team,element_type,game_no,total_points,attack_strength,defence_strength,n_total_points,n_minutes,n_goals_scored,n_assists,n_clean_sheets,n_goals_conceded,n_saves,n_bonus,n_bps,n_influence,n_creativity,n_threat,n_ict_index,n_ea_index,n_open_play_crosses,n_big_chances_created,n_clearances_blocks_interceptions,n_recoveries,n_key_passes,n_tackles,n_winning_goals,n_attempted_passes,n_completed_passes,n_penalties_conceded,n_big_chances_missed,n_errors_leading_to_goal,n_errors_leading_to_goal_attempt,n_tackled,n_offside,n_target_missed,n_fouls,n_dribbles,n_attack_strength,n_defence_strength
3,Koscielny,Arsenal,Defender,1,0,360,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Bellerín,Arsenal,Defender,34,0,970,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,760
4,Bellerín,Arsenal,Defender,33,0,860,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,790
4,Bellerín,Arsenal,Defender,32,0,670,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,840
4,Bellerín,Arsenal,Defender,31,0,750,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,880
4,Bellerín,Arsenal,Defender,30,0,470,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,830
4,Bellerín,Arsenal,Defender,29,0,230,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,1110
4,Bellerín,Arsenal,Defender,28,0,230,790,11,71,0,1,1,0,0,2,39,39.8,15.3,4,5.9,0,1,0,7,4,1,0,0,38,32,0,0,0,0,0,0,0,0,2,450,880
4,Bellerín,Arsenal,Defender,27,0,330,840,12,92,0,1,1,0,0,2,43,41.199999999999996,16.3,6,6.300000000000001,0,1,0,8,7,1,0,0,51,42,0,0,0,0,0,0,0,0,2,430,850
4,Bellerín,Arsenal,Defender,26,0,380,880,12,92,0,1,1,0,0,2,43,41.199999999999996,16.3,6,6.300000000000001,0,1,0,8,7,1,0,0,51,42,0,0,0,0,0,0,0,0,2,410,880
4,Bellerín,Arsenal,Defender,25,0,360,830,12,92,0,1,1,0,0,2,43,41.199999999999996,16.3,6,6.300000000000001,0,1,0,8,7,1,0,0,51,42,0,0,0,0,0,0,0,0,2,430,850
4,Bellerín,Arsenal,Defender,24,0,650,1110,12,92,0,1,1,0,0,2,43,41.199999999999996,16.3,6,6.300000000000001,0,1,0,8,7,1,0,0,51,42,0,0,0,0,0,0,0,0,2,410,770
4,Bellerín,Arsenal,Defender,23,11,450,880,1,21,0,0,0,0,0,0,4,1.4,1,2,0.4,0,0,0,1,3,0,0,0,13,10,0,0,0,0,0,0,0,0,0,730,1050
4,Bellerín,Arsenal,Defender,22,12,430,850,0,45,0,0,0,2,0,0,3,0.4,2.9,0,0.3,0,0,0,2,1,0,0,0,19,16,0,0,0,0,0,0,0,1,0,780,1080
4,Bellerín,Arsenal,Defender,21,12,410,880,6,135,0,0,1,2,0,0,24,2,8.6,3,1.3,0,0,0,3,8,0,0,0,65,51,0,0,0,0,1,0,1,1,1,790,1050
4,Bellerín,Arsenal,Defender,20,12,430,850,6,225,0,0,1,4,0,0,26,2,11.4,33,4.5,0,0,0,4,10,0,0,0,99,77,0,0,0,0,2,0,2,3,2,790,1150
4,Bellerín,Arsenal,Defender,19,12,410,770,7,315,0,0,1,6,0,0,39,10,20.9,79,10.9,0,0,0,6,18,0,1,0,153,125,0,0,0,1,5,0,2,3,4,510,990
