id,photo,web_name,team_code,status,code,first_name,second_name,squad_number,news,now_cost,news_added,chance_of_playing_this_round,chance_of_playing_next_round,value_form,value_season,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,in_dreamteam,dreamteam_count,selected_by_percent,form,transfers_out,transfers_in,transfers_out_event,transfers_in_event,loans_in,loans_out,loaned_in,loaned_out,total_points,event_points,points_per_game,ep_this,ep_next,special,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,element_type,team
458,167767.jpg,Kenedy,4,a,167767,Robert Kenedy,Nunes do Nascimento,15,,47,2019-01-16T00:31:18Z,100,100,0.1,10.6,-3,0,3,0,FALSE,0,0.5,0.7,204904,107443,0,0,0,0,0,0,50,1,2.0,1.2,0.8,FALSE,1337,1,1,6,18,0,0,1,1,0,0,1,161,212.8,187.9,297.0,69.8,0,3,15
482,119471.jpg,Schär,4,a,119471,Fabian,Schär,5,,45,2019-04-20T19:31:22Z,100,100,1.3,20.7,-5,0,5,0,FALSE,3,1.3,5.7,173338,225448,0,0,0,0,0,0,93,15,3.9,6.2,2.8,FALSE,2000,4,1,7,23,0,0,0,12,0,0,9,403,669.4,148.6,220.0,103.8,0,2,15
488,196118.jpg,Muto,4,a,196118,Yoshinori,Muto,13,,56,2019-01-02T23:01:17Z,100,100,0.1,4.3,-4,0,4,0,FALSE,0,0.1,0.7,10885,5472,0,0,0,0,0,0,24,1,1.4,1.2,0.8,FALSE,514,1,0,1,10,0,0,0,1,0,0,0,65,71.8,66.8,140.0,27.4,0,4,15
493,57134.jpg,Rondón,4,a,57134,Salomón,Rondón,9,,59,2018-09-23T00:01:15Z,100,100,1.2,25.1,-1,0,1,0,FALSE,3,7.7,7.3,855697,1230277,0,0,0,0,0,0,148,6,4.6,7.8,6.3,FALSE,2601,11,8,9,31,0,0,0,1,0,0,20,466,645.6,468.0,1249.0,236.0,0,4,15
516,57145.jpg,Fernández,4,a,57145,Federico,Fernández,18,,44,2018-12-29T16:31:16Z,100,100,0.2,10.7,-1,0,1,0,FALSE,0,0.2,1.0,42792,37961,0,0,0,0,0,0,47,1,2.5,1.5,1.3,FALSE,1482,0,2,3,24,0,0,0,2,0,0,5,277,350.0,63.7,70.0,48.5,0,2,15
530,181397.jpg,Sterry,4,u,181397,Jamie,Sterry,25,Season-long loan to Crewe,40,2019-01-27T15:31:21Z,0,0,0.0,0.0,0,0,0,0,FALSE,0,0.1,0.0,6383,6834,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,15
531,180135.jpg,Longstaff,4,i,180135,Sean,Longstaff,36,Knee injury - Expected back 31 May,45,2019-03-02T20:01:20Z,0,0,0.0,5.8,0,0,0,0,FALSE,0,0.0,0.0,16694,18724,0,0,0,0,0,0,26,0,2.9,0.0,0.0,FALSE,686,1,1,3,9,0,0,0,2,0,0,1,117,130.4,71.8,106.0,30.9,0,3,15
553,155503.jpg,Woodman,4,a,155503,Frederick,Woodman,41,,40,NA,NA,NA,0.0,0.0,0,0,0,0,FALSE,0,0.2,0.0,8777,14203,0,0,0,0,0,0,0,0,0.0,0.5,0.5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,15
577,172551.jpg,Roberts,4,u,172551,Callum,Roberts,37,Season-long loan to Colchester United,45,2019-01-31T14:31:19Z,0,0,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,66,98,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,15
587,179018.jpg,Almirón,4,i,179018,Miguel,Almirón,24,Hamstring injury - Unknown return date,60,2019-04-20T19:31:23Z,0,0,0.0,4.7,0,0,0,0,FALSE,0,0.2,0.0,87734,101497,0,0,0,0,0,0,28,0,2.8,0.0,0.0,FALSE,758,0,2,3,11,0,0,0,0,0,0,0,107,121.4,189.8,235.0,54.6,0,3,15
588,159039.jpg,Barreca,4,a,159039,Antonio,Barreca,23,,41,NA,NA,NA,0.0,0.2,-4,0,4,0,FALSE,0,0.0,0.0,851,1206,0,0,0,0,0,0,1,0,1.0,0.5,0.5,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0,2,15
622,232977.jpg,Watts,4,a,232977,Kelland,Watts,NA,,45,NA,NA,NA,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.9,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,15
623,232960.jpg,Cass,4,a,232960,Lewis,Cass,NA,,40,NA,NA,NA,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.7,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,15
258,84939.jpg,Ings,20,a,84939,Danny,Ings,9,,54,2019-03-31T13:01:20Z,100,100,0.5,16.7,-1,0,1,0,FALSE,1,3.2,2.7,1289510,1326541,0,0,0,0,0,0,90,5,3.8,2.7,2.0,FALSE,1650,7,3,5,27,0,0,0,1,0,0,11,310,433.8,346.9,808.0,158.4,0,4,16
328,58376.jpg,McCarthy,20,a,58376,Alex,McCarthy,1,,43,2019-04-18T12:01:20Z,100,100,0.0,17.0,-2,0,2,0,FALSE,1,2.0,0.0,267781,273938,0,0,0,0,0,0,73,0,2.9,0.0,0.0,FALSE,2250,0,0,4,44,0,0,0,1,0,78,6,414,585.2,0.0,0.0,58.6,0,1,16
329,40383.jpg,Forster,20,a,40383,Fraser,Forster,44,,42,NA,NA,NA,0.2,0.5,-3,0,3,0,FALSE,0,0.6,0.7,50154,12998,0,0,0,0,0,0,2,0,2.0,0.7,0.4,FALSE,90,0,0,0,3,0,0,0,0,0,3,0,13,22.2,0.0,0.0,2.2,0,1,16
330,40146.jpg,Bertrand,20,a,40146,Ryan,Bertrand,21,,48,2019-04-25T13:31:21Z,100,100,0.3,11.7,-2,0,2,0,FALSE,0,2.4,1.3,359703,125609,0,0,0,0,0,0,56,2,2.3,1.3,1.2,FALSE,2160,1,0,6,42,0,0,0,8,0,0,1,291,326.8,379.4,123.0,82.6,0,2,16
331,80447.jpg,Yoshida,20,a,80447,Maya,Yoshida,3,,41,2019-04-27T14:01:20Z,0,100,0.0,10.7,-4,0,4,0,FALSE,0,1.1,0.0,130011,112336,0,0,0,0,0,0,44,0,2.6,0.0,0.0,FALSE,1518,0,1,3,29,0,0,0,0,0,0,4,278,387.0,57.4,189.0,63.4,0,2,16
332,58822.jpg,Cédric,20,u,58822,Cédric,Soares,2,Season-long loan to Inter Milan,42,2019-01-26T19:01:20Z,0,0,0.0,12.4,-3,0,3,0,FALSE,1,2.1,0.0,527231,225583,0,0,0,0,0,0,52,0,2.9,0.0,0.0,FALSE,1493,1,2,4,31,0,0,0,4,0,0,7,273,309.0,226.5,103.0,63.9,0,2,16
333,88900.jpg,Stephens,20,a,88900,Jack,Stephens,5,,42,2018-12-22T14:01:17Z,100,100,0.3,11.2,-3,0,3,0,FALSE,1,0.3,1.3,31582,31896,0,0,0,0,0,0,47,2,2.0,1.3,1.0,FALSE,1697,1,0,3,35,0,0,0,4,0,0,4,282,394.4,65.5,143.0,60.4,0,2,16
334,153373.jpg,McQueen,20,u,153373,Sam,McQueen,38,Season-long loan to Middlesbrough,40,2018-08-30T19:31:12Z,0,0,0.0,0.0,0,0,0,0,FALSE,0,0.4,0.0,52564,5527,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,16
335,171771.jpg,Bednarek,20,a,171771,Jan,Bednarek,35,,40,2019-03-26T11:31:22Z,100,100,0.3,12.3,0,0,0,0,FALSE,0,7.4,1.3,429497,573709,0,0,0,0,0,0,49,2,2.0,1.3,1.2,FALSE,2150,0,1,3,37,0,0,0,7,0,0,3,365,616.0,108.8,91.0,81.9,0,2,16
336,167075.jpg,Hoedt,20,u,167075,Wesley,Hoedt,6,Season-long loan to Celta Vigo,42,2019-01-22T11:01:19Z,0,0,0.0,6.9,-3,0,3,0,FALSE,0,0.2,0.0,29175,14014,0,0,0,0,0,0,29,0,2.2,0.0,0.0,FALSE,1170,0,0,4,24,2,0,0,2,0,0,3,206,283.6,20.0,41.0,34.7,0,2,16
337,17339.jpg,Davis,20,u,17339,Steven,Davis,8,Season-long loan to Rangers,46,2019-01-07T10:31:16Z,0,0,0.0,2.0,-4,0,4,0,FALSE,0,0.0,0.0,8373,2113,0,0,0,0,0,0,9,0,3.0,0.0,0.0,FALSE,97,0,1,0,4,0,0,0,0,0,0,2,39,38.8,41.6,2.0,8.2,0,3,16
338,101178.jpg,Ward-Prowse,20,a,101178,James,Ward-Prowse,16,,51,NA,NA,NA,0.8,18.4,-4,0,4,0,FALSE,3,3.7,4.0,200967,400260,0,0,0,0,0,0,94,2,3.6,4.0,3.0,FALSE,1940,7,0,3,41,1,0,0,4,0,0,15,390,592.0,695.8,387.0,167.4,0,3,16
339,78056.jpg,Oriol Romeu,20,a,78056,Oriol,Romeu Vidal,14,,42,NA,NA,NA,0.2,13.1,-3,0,3,0,FALSE,0,2.2,0.7,227880,204150,0,0,0,0,0,0,55,2,1.8,0.7,0.8,FALSE,2131,1,0,6,37,0,0,0,11,0,0,3,282,455.2,158.4,124.0,74.0,0,3,16
340,132015.jpg,Højbjerg,20,a,132015,Pierre-Emile,Højbjerg,23,,44,2019-01-31T11:31:19Z,100,100,0.7,20.5,-1,0,1,0,FALSE,1,3.2,3.3,477521,624333,0,0,0,0,0,0,90,2,2.9,3.3,2.8,FALSE,2760,4,3,4,59,0,0,0,7,2,0,8,477,616.0,445.6,421.0,148.8,0,3,16
341,128198.jpg,Boufal,20,u,128198,Sofiane,Boufal,19,Season-long loan to Celta Vigo,55,2018-07-21T11:01:08Z,0,0,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,327,67,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,16
342,153379.jpg,Sims,20,a,153379,Joshua,Sims,39,,44,2018-08-21T06:48:36Z,0,0,0.1,2.5,-1,0,1,0,FALSE,0,0.0,0.3,4789,1761,0,0,0,0,0,0,11,1,1.6,0.0,0.0,FALSE,208,0,1,0,6,0,0,0,0,0,0,0,27,21.8,18.5,56.0,9.6,0,3,16
343,83283.jpg,Redmond,20,a,83283,Nathan,Redmond,22,,55,2018-12-22T14:01:17Z,100,100,1.0,24.9,0,0,0,0,FALSE,3,6.9,5.3,264934,661328,0,0,0,0,0,0,137,10,3.6,5.3,5.0,FALSE,3272,6,5,9,58,0,0,0,3,0,0,12,433,665.4,802.3,950.0,241.4,0,3,16
344,151086.jpg,Lemina,20,a,151086,Mario,Lemina,18,,47,2019-04-03T21:31:22Z,100,100,0.1,10.6,-3,0,3,0,FALSE,0,0.2,0.7,30172,22902,0,0,0,0,0,0,50,0,2.4,0.7,2.0,FALSE,1612,1,2,4,37,0,0,0,5,0,0,2,270,313.0,214.7,188.0,71.6,0,3,16
345,91047.jpg,Armstrong,20,a,91047,Stuart,Armstrong,17,,51,2019-04-25T13:31:21Z,100,100,0.2,14.7,-4,0,4,0,FALSE,1,0.2,1.0,83452,79249,0,0,0,0,0,0,75,0,2.6,1.0,2.0,FALSE,1421,3,4,5,26,0,0,0,2,0,0,3,269,305.6,392.4,379.0,107.5,0,3,16
346,96787.jpg,Elyounoussi,20,a,96787,Mohamed,Elyounoussi,11,,60,2018-11-24T15:01:16Z,100,100,0.1,4.7,-5,0,5,0,FALSE,0,0.1,0.7,24471,4863,0,0,0,0,0,0,28,0,1.8,0.7,0.4,FALSE,785,0,0,4,10,0,0,0,0,0,0,0,91,94.2,228.3,220.0,54.2,0,3,16
347,20452.jpg,Long,20,a,20452,Shane,Long,7,,47,2019-04-23T23:31:22Z,100,100,0.6,14.0,-3,0,3,0,FALSE,1,4.9,2.7,323733,509090,0,0,0,0,0,0,66,1,2.5,2.7,4.2,FALSE,1260,5,2,2,24,0,0,0,3,0,0,5,191,248.6,179.2,417.0,84.2,0,4,16
348,78356.jpg,Austin,20,a,78356,Charlie,Austin,10,,55,2019-04-18T12:01:20Z,100,100,0.1,8.4,-5,0,5,0,FALSE,0,0.4,0.7,119827,48749,0,0,0,0,0,0,46,1,1.8,0.7,0.2,FALSE,970,2,2,5,17,0,0,1,1,0,0,1,117,158.4,115.3,405.0,67.4,0,4,16
349,61548.jpg,Gabbiadini,20,u,61548,Manolo,Gabbiadini,20,Joined Sampdoria on a permanent deal,56,2019-01-11T15:01:19Z,0,0,0.0,4.1,-4,0,4,0,FALSE,1,0.1,0.0,27182,12463,0,0,0,0,0,0,23,0,1.9,0.0,0.0,FALSE,468,1,0,0,12,0,0,0,0,0,0,3,56,74.4,72.7,167.0,30.8,0,4,16
350,98914.jpg,Carrillo,20,u,98914,Guido,Carrillo,9,Season-long loan to Leganes,55,2018-07-10T10:08:52Z,0,0,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,299,162,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,16
452,107265.jpg,Gunn,20,a,107265,Angus,Gunn,28,,43,NA,NA,NA,0.2,10.9,-2,0,2,0,FALSE,2,1.1,1.0,38806,92354,0,0,0,0,0,0,47,2,3.9,1.0,1.4,FALSE,1080,0,0,3,18,0,1,0,0,0,33,4,206,239.2,0.0,0.0,23.8,0,1,16
463,93100.jpg,Vestergaard,20,a,93100,Jannik,Vestergaard,4,,46,2019-04-18T09:31:21Z,0,100,0.0,10.9,-4,0,4,0,FALSE,0,0.2,0.0,36470,15213,0,0,0,0,0,0,50,0,2.2,0.0,0.0,FALSE,2027,0,0,4,31,0,0,0,2,0,0,0,396,576.6,76.6,104.0,75.9,0,2,16
479,169359.jpg,Targett,20,a,169359,Matt,Targett,33,,42,2019-04-18T12:01:20Z,100,100,0.6,8.6,-3,0,3,0,FALSE,0,0.1,2.7,28350,28575,0,0,0,0,0,0,36,1,2.3,2.7,1.4,FALSE,1185,1,3,0,25,0,0,0,2,0,0,3,229,314.2,366.8,181.0,86.2,0,2,16
550,220598.jpg,Obafemi,20,i,220598,Michael,Obafemi,61,Hamstring injury - Expected back 31 May,50,2019-02-24T17:31:21Z,0,0,0.0,2.6,0,0,0,0,FALSE,0,0.0,0.0,4638,5045,0,0,0,0,0,0,13,0,2.2,0.0,0.0,FALSE,134,1,1,0,3,0,0,0,1,0,0,0,46,62.6,27.4,127.0,21.6,0,4,16
556,213482.jpg,Valery,20,a,213482,Yan,Valery,43,,41,2019-04-13T17:01:22Z,100,100,0.6,13.2,1,0,-1,0,FALSE,1,4.1,2.3,87307,340283,0,0,0,0,0,0,54,2,2.3,2.3,1.6,FALSE,1709,2,1,3,30,0,0,0,3,1,0,0,251,329.4,124.7,157.0,60.7,0,2,16
562,204481.jpg,Johnson,20,a,204481,Tyreke,Johnson,51,,45,NA,NA,NA,0.0,0.2,0,0,0,0,FALSE,0,0.0,0.0,307,412,0,0,0,0,0,0,1,0,1.0,0.0,0.0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,3,16
565,232797.jpg,Ramsay,20,a,232797,Kayne,Ramsay,66,,40,2019-01-28T15:31:21Z,100,100,0.0,0.3,0,0,0,0,FALSE,0,0.0,0.0,2540,4317,0,0,0,0,0,0,1,0,1.0,0.0,0.0,FALSE,90,0,0,0,3,0,0,0,0,0,0,0,9,11.2,0.0,0.0,1.1,0,2,16
570,193109.jpg,Slattery,20,a,193109,Callum,Slattery,55,,45,NA,NA,NA,0.0,0.9,0,0,0,0,FALSE,0,0.0,0.0,197,303,0,0,0,0,0,0,4,0,1.3,0.0,0.0,FALSE,110,0,0,0,1,0,0,0,0,0,0,0,12,15.8,2.6,24.0,4.2,0,3,16
574,153371.jpg,Gallagher,20,a,153371,Sam,Gallagher,15,,45,2019-01-12T20:31:18Z,100,100,0.0,0.9,0,0,0,0,FALSE,0,0.1,0.0,12092,19516,0,0,0,0,0,0,4,0,1.0,0.0,0.0,FALSE,32,0,0,0,1,0,0,0,0,0,0,0,6,0.0,0.3,0.0,0.0,0,4,16
595,176706.jpg,Jones,20,a,176706,Alfie,Jones,32,,40,NA,NA,NA,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,719,1776,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,16
351,37915.jpg,Lloris,6,a,37915,Hugo,Lloris,1,,54,2019-04-20T13:31:24Z,100,100,0.6,26.9,-1,0,1,0,FALSE,2,6.2,3.3,540706,428629,0,0,0,0,0,0,145,3,4.4,4.3,4.8,FALSE,2970,0,0,12,33,0,2,0,0,0,100,10,691,858.2,0.0,0.0,86.0,0,1,17
352,39215.jpg,Vorm,6,a,39215,Michel,Vorm,13,,47,2018-09-22T16:01:13Z,100,100,0.0,1.1,-3,0,3,0,FALSE,0,0.1,0.0,10869,7517,0,0,0,0,0,0,5,0,2.5,1.0,1.0,FALSE,180,0,0,0,4,0,0,0,0,0,9,1,36,66.8,0.0,0.0,6.6,0,1,17
353,55605.jpg,Alderweireld,6,a,55605,Toby,Alderweireld,4,,60,NA,NA,NA,0.2,17.8,0,0,0,0,FALSE,1,3.7,1.0,286864,288968,0,0,0,0,0,0,107,1,3.1,2.0,3.4,FALSE,2921,0,0,12,31,1,0,0,3,0,0,7,651,690.2,139.1,229.0,105.7,0,2,17
354,38290.jpg,Rose,6,a,38290,Danny,Rose,3,,58,2019-05-10T13:01:20Z,75,100,0.2,14.8,-2,0,2,0,FALSE,0,1.1,1.3,116715,91941,0,0,0,0,0,0,86,0,3.3,1.7,2.5,FALSE,1792,0,4,8,16,0,0,0,5,0,0,5,352,343.6,416.6,216.0,97.6,0,2,17
355,39194.jpg,Vertonghen,6,a,39194,Jan,Vertonghen,5,,59,2019-05-09T12:31:22Z,0,100,0.0,11.4,-1,0,1,0,FALSE,0,4.0,0.0,599541,258264,0,0,0,0,0,0,67,0,3.0,0.0,0.0,FALSE,1911,1,0,6,23,0,0,0,3,1,0,7,390,445.4,116.7,165.0,72.7,0,2,17
356,115556.jpg,Davies,6,a,115556,Ben,Davies,33,,56,2019-01-24T22:01:20Z,100,100,0.3,11.8,-4,0,4,0,FALSE,0,1.7,1.7,447623,103797,0,0,0,0,0,0,66,1,2.4,2.7,3.6,FALSE,1837,0,0,6,26,0,0,0,2,0,0,5,361,388.2,256.6,176.0,82.3,0,2,17
357,77794.jpg,Trippier,6,a,77794,Kieran,Trippier,2,,60,2019-03-07T13:31:20Z,100,100,0.1,19.7,0,0,0,0,FALSE,3,15.2,0.7,2455242,1879806,0,0,0,0,0,0,118,0,4.4,1.7,3.2,FALSE,2275,1,5,10,23,1,0,0,2,0,0,16,573,601.6,827.0,121.0,155.0,0,2,17
358,158534.jpg,Walker-Peters,6,a,158534,Kyle,Walker-Peters,16,,42,NA,NA,NA,0.1,6.7,-3,0,3,0,FALSE,1,0.7,0.3,115984,118405,0,0,0,0,0,0,28,1,4.7,1.3,2.4,FALSE,374,0,3,2,4,0,0,0,1,0,0,4,112,107.4,104.9,20.0,23.1,0,2,17
359,173904.jpg,Sánchez,6,a,173904,Davinson,Sánchez,6,,58,2019-05-08T09:01:20Z,0,100,0.2,13.4,-2,0,2,0,FALSE,1,1.6,1.3,146061,74736,0,0,0,0,0,0,78,0,3.4,0.0,0.0,FALSE,1941,1,2,6,22,0,0,0,2,0,0,4,412,454.2,60.3,183.0,70.0,0,2,17
360,80226.jpg,Aurier,6,a,80226,Serge,Aurier,24,,57,2019-03-25T08:31:21Z,75,100,0.0,4.2,-3,0,3,0,FALSE,0,0.5,0.0,52350,18552,0,0,0,0,0,0,24,0,3.0,0.8,0.8,FALSE,562,0,2,2,9,0,0,0,1,0,0,0,116,151.6,108.4,45.0,30.5,0,2,17
361,93264.jpg,Dier,6,a,93264,Eric,Dier,15,,47,2019-03-23T01:31:24Z,100,100,0.8,11.9,-3,0,3,0,FALSE,0,0.9,3.7,192261,115502,0,0,0,0,0,0,56,9,2.8,4.7,1.8,FALSE,1504,3,0,5,18,0,0,0,4,0,0,3,269,363.4,150.1,121.0,63.6,0,3,17
362,39104.jpg,Dembélé,6,u,39104,Mousa,Dembélé,19,Joined Guangzhou R&F,49,2018-11-03T22:01:14Z,0,0,0.0,2.9,-1,0,1,0,FALSE,0,0.7,0.0,82142,23848,0,0,0,0,0,0,14,0,1.4,0.0,0.0,FALSE,512,0,0,1,6,0,0,0,1,0,0,0,74,51.0,17.5,1.0,7.1,0,3,17
363,62974.jpg,Lamela,6,a,62974,Erik,Lamela,11,,59,2019-04-02T14:01:20Z,100,100,0.5,11.4,-6,0,6,0,FALSE,0,0.3,3.0,195439,197407,0,0,0,0,0,0,67,9,3.5,4.0,1.0,FALSE,965,4,4,4,12,0,0,0,2,0,0,5,231,263.8,339.9,441.0,104.1,0,3,17
364,80607.jpg,Eriksen,6,a,80607,Christian,Eriksen,23,,92,2018-09-27T12:31:15Z,100,100,0.4,17.5,-3,0,3,0,FALSE,3,7.7,3.7,1536046,1057730,0,0,0,0,0,0,161,7,4.6,4.7,4.8,FALSE,2770,8,12,8,37,0,0,0,3,0,0,15,675,876.0,1148.7,801.0,283.0,0,3,17
365,108823.jpg,Alli,6,a,108823,Bamidele,Alli,20,,88,2019-04-09T22:01:21Z,100,100,0.1,10.7,-2,0,2,0,FALSE,1,2.5,1.3,653376,505283,0,0,0,0,0,0,94,1,3.8,2.3,3.2,FALSE,1822,5,4,8,21,0,0,0,4,0,0,8,356,467.2,436.6,681.0,158.5,0,3,17
366,54756.jpg,Wanyama,6,a,54756,Victor,Wanyama,12,,49,2019-05-10T13:01:20Z,75,100,0.1,4.9,-1,0,1,0,FALSE,0,0.1,0.7,5927,6755,0,0,0,0,0,0,24,1,1.8,1.3,2.8,FALSE,511,1,0,3,4,0,0,0,2,0,0,2,105,113.2,45.0,80.0,23.9,0,3,17
367,85971.jpg,Son,6,s,85971,Heung-Min,Son,7,Suspended until 24 Aug,86,2019-05-04T13:31:21Z,0,0,0.0,18.5,1,0,-1,0,FALSE,5,10.6,0.0,3666211,3824796,0,0,0,0,0,0,159,0,5.1,0.0,0.0,FALSE,2033,12,8,10,23,0,0,0,2,1,0,17,489,690.6,508.0,1002.0,219.9,0,3,17
368,157668.jpg,Winks,6,a,157668,Harry,Winks,8,,55,2019-04-18T17:31:20Z,0,100,0.0,9.6,0,0,0,0,FALSE,0,0.1,0.0,27561,30036,0,0,0,0,0,0,53,0,2.0,0.0,0.0,FALSE,1589,1,0,6,17,0,0,0,4,0,0,3,275,268.2,168.6,71.0,50.7,0,3,17
369,45268.jpg,Sissoko,6,a,45268,Moussa,Sissoko,17,,49,2019-04-17T22:31:20Z,100,100,0.3,15.5,-1,0,1,0,FALSE,0,0.3,1.3,48773,54772,0,0,0,0,0,0,76,2,2.6,2.3,2.6,FALSE,2329,0,3,11,28,0,0,0,2,0,0,3,395,329.0,380.7,193.0,90.2,0,3,17
370,95715.jpg,Lucas Moura,6,a,95715,Lucas,Rodrigues Moura da Silva,27,,69,2019-01-07T16:01:16Z,100,100,0.3,19.0,-1,0,1,0,FALSE,2,11.9,2.3,2008763,2496782,0,0,0,0,0,0,131,2,4.1,3.3,7.2,FALSE,2115,10,2,14,18,0,0,0,3,0,0,8,340,556.4,415.6,650.0,161.9,0,3,17
371,19760.jpg,Llorente,6,a,19760,Fernando,Llorente,18,,51,2019-04-13T14:01:21Z,100,100,0.2,8.0,-9,0,9,0,FALSE,1,1.5,1.0,266535,327043,0,0,0,0,0,0,41,2,2.0,2.0,2.8,FALSE,681,1,4,2,8,1,0,0,2,0,0,3,104,138.0,189.5,307.0,63.1,0,4,17
372,78830.jpg,Kane,6,a,78830,Harry,Kane,10,,126,2019-04-09T22:01:21Z,0,100,0.0,12.7,1,0,-1,0,FALSE,4,12.4,0.0,3378884,2293540,0,0,0,0,0,0,160,0,5.7,0.0,0.0,FALSE,2423,17,6,9,31,0,0,0,5,0,0,24,561,824.6,430.0,1359.0,261.3,0,4,17
497,168566.jpg,Nkoudou,6,u,168566,Georges-Kévin,Nkoudou,14,Season-long loan to Monaco,48,2019-01-31T15:31:19Z,0,0,0.0,0.8,-2,0,2,0,FALSE,0,0.0,0.0,1801,914,0,0,0,0,0,0,4,0,4.0,0.0,0.0,FALSE,4,0,1,0,0,0,0,0,0,0,0,0,17,19.0,14.3,0.0,3.3,0,3,17
523,168764.jpg,Amos,6,a,168764,Luke,Amos,40,,43,NA,NA,NA,0.0,0.2,-2,0,2,0,FALSE,0,0.1,0.0,15780,15786,0,0,0,0,0,0,1,0,1.0,1.0,1.0,FALSE,2,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.1,0.0,0.2,0,3,17
536,102884.jpg,Gazzaniga,6,a,102884,Paulo,Gazzaniga,22,,45,NA,NA,NA,0.0,2.9,0,0,0,0,FALSE,0,0.0,0.0,7767,8195,0,0,0,0,0,0,13,0,4.3,1.0,1.6,FALSE,270,0,0,1,2,0,0,0,0,0,11,0,64,82.8,0.0,0.0,8.2,0,1,17
538,175941.jpg,Whiteman,6,a,175941,Alfie,Whiteman,41,,40,NA,NA,NA,0.0,0.0,0,0,0,0,FALSE,0,0.2,0.0,9285,13552,0,0,0,0,0,0,0,0,0.0,1.0,1.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,17
540,209042.jpg,Skipp,6,a,209042,Oliver,Skipp,52,,45,NA,NA,NA,0.1,2.7,0,0,0,0,FALSE,0,0.0,0.3,1424,1728,0,0,0,0,0,0,12,1,1.5,1.3,1.2,FALSE,214,0,0,2,1,0,0,0,0,0,0,0,40,35.2,20.5,12.0,7.0,0,3,17
549,234908.jpg,Foyth,6,s,234908,Juan,Foyth,21,Suspended until 24 Aug,50,2019-05-04T13:31:22Z,0,0,0.1,7.0,0,0,0,0,FALSE,1,0.2,0.3,55161,59682,0,0,0,0,0,0,35,0,2.9,0.0,0.0,FALSE,888,1,0,3,12,0,0,0,3,1,0,4,172,248.6,59.8,53.0,36.3,0,2,17
561,209040.jpg,Eyoma,6,a,209040,Timothy,Eyoma,53,,40,NA,NA,NA,0.0,0.0,0,0,0,0,FALSE,0,0.1,0.0,2291,3912,0,0,0,0,0,0,0,0,0.0,1.0,1.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,17
578,198504.jpg,Sterling,6,u,198504,Kazaiah,Sterling,50,Season-long loan to Sunderland,45,2019-01-31T21:01:20Z,0,0,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,4000,4395,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,17
612,204820.jpg,Marsh,6,a,204820,George,Marsh,47,,45,NA,NA,NA,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,67,190,0,0,0,0,0,0,0,0,0.0,1.0,1.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,17
